1,1386756534698,2013-12-11 05:08:54 UTC,2013-12-11
2,1410214820720,2014-09-08 18:20:20 UTC,2014-09-08
3,1397080590247,2014-04-09 17:56:30 UTC,2014-04-09
4,1396439422368,2014-04-02 07:50:22 UTC,2014-04-02
5,1395246785905,2014-03-19 12:33:05 UTC,2014-03-19
6,1396538536340,2014-04-03 11:22:16 UTC,2014-04-03
7,1399750678300,2014-05-10 15:37:58 UTC,2014-05-10
8,1401293322582,2014-05-28 12:08:42 UTC,2014-05-28
9,1405475222897,2014-07-15 21:47:02 UTC,2014-07-15
10,1388789673452,2014-01-03 17:54:33 UTC,2014-01-03
11,1387640851810,2013-12-21 10:47:31 UTC,2013-12-21
12,1386084275533,2013-12-03 10:24:35 UTC,2013-12-03
13,1405570684785,2014-07-17 00:18:04 UTC,2014-07-17
14,1326374456210,2012-01-12 08:20:56 UTC,2012-01-12
15,1390492032578,2014-01-23 10:47:12 UTC,2014-01-23
16,1410771228291,2014-09-15 04:53:48 UTC,2014-09-15
17,1387276370470,2013-12-17 05:32:50 UTC,2013-12-17
18,1383851077766,2013-11-07 14:04:37 UTC,2013-11-07
19,1398379475878,2014-04-24 18:44:35 UTC,2014-04-24
20,1374437681378,2013-07-21 16:14:41 UTC,2013-07-21
21,1334320864696,2012-04-13 08:41:04 UTC,2012-04-13
22,1392994328033,2014-02-21 09:52:08 UTC,2014-02-21
23,1387874052313,2013-12-24 03:34:12 UTC,2013-12-24
24,1402994659332,2014-06-17 04:44:19 UTC,2014-06-17
25,1410280730268,2014-09-09 12:38:50 UTC,2014-09-09
26,1397054236071,2014-04-09 10:37:16 UTC,2014-04-09
27,1386163797734,2013-12-04 08:29:57 UTC,2013-12-04
28,1360424671174,2013-02-09 10:44:31 UTC,2013-02-09
29,1394073443695,2014-03-05 21:37:23 UTC,2014-03-05
30,1309241199672,2011-06-28 02:06:39 UTC,2011-06-28
31,1406886237523,2014-08-01 05:43:57 UTC,2014-08-01
32,1372955250067,2013-07-04 12:27:30 UTC,2013-07-04
