1,1410837920932,2014-09-15 23:25:20 UTC,2014-09-15
2,1249433559988,2009-08-04 20:52:39 UTC,2009-08-04
3,1397040809521,2014-04-09 06:53:29 UTC,2014-04-09
4,1356686566919,2012-12-28 04:22:46 UTC,2012-12-28
5,1328743879193,2012-02-08 18:31:19 UTC,2012-02-08
6,1382062371349,2013-10-17 22:12:51 UTC,2013-10-17
7,1334693212065,2012-04-17 16:06:52 UTC,2012-04-17
8,1392391898196,2014-02-14 10:31:38 UTC,2014-02-14
9,1391733874284,2014-02-06 19:44:34 UTC,2014-02-06
10,1363349178648,2013-03-15 08:06:18 UTC,2013-03-15
11,1367972215108,2013-05-07 20:16:55 UTC,2013-05-07
12,1349842612090,2012-10-10 00:16:52 UTC,2012-10-10
13,1401057785711,2014-05-25 18:43:05 UTC,2014-05-25
14,1358379415756,2013-01-16 18:36:55 UTC,2013-01-16
15,1362245595748,2013-03-02 12:33:15 UTC,2013-03-02
16,1350124140114,2012-10-13 06:29:00 UTC,2012-10-13
17,1383554867389,2013-11-04 03:47:47 UTC,2013-11-04
18,1382904553189,2013-10-27 16:09:13 UTC,2013-10-27
19,1345778047651,2012-08-23 23:14:07 UTC,2012-08-23
20,1409242982937,2014-08-28 12:23:02 UTC,2014-08-28
21,1296163326611,2011-01-27 16:22:06 UTC,2011-01-27
22,1380150832544,2013-09-25 19:13:52 UTC,2013-09-25
23,1364262434937,2013-03-25 21:47:14 UTC,2013-03-25
24,1389052824394,2014-01-06 19:00:24 UTC,2014-01-06
25,1256940377317,2009-10-30 18:06:17 UTC,2009-10-30
26,1398876647583,2014-04-30 12:50:47 UTC,2014-04-30
27,1393940917470,2014-03-04 08:48:37 UTC,2014-03-04
28,1397702762698,2014-04-16 22:46:02 UTC,2014-04-16
29,1382720706571,2013-10-25 13:05:06 UTC,2013-10-25
30,1346283706396,2012-08-29 19:41:46 UTC,2012-08-29
31,1405720476875,2014-07-18 17:54:36 UTC,2014-07-18
32,1382353928209,2013-10-21 07:12:08 UTC,2013-10-21
33,1366696878711,2013-04-23 02:01:18 UTC,2013-04-23
34,1378143793918,2013-09-02 13:43:13 UTC,2013-09-02
35,1394879309823,2014-03-15 06:28:29 UTC,2014-03-15
36,1378672930008,2013-09-08 16:42:10 UTC,2013-09-08
37,1363908322996,2013-03-21 19:25:22 UTC,2013-03-21
