1,1208293181871,2008-04-15 16:59:41 UTC,2008-04-15
2,1386177982563,2013-12-04 12:26:22 UTC,2013-12-04
3,1386176397814,2013-12-04 11:59:57 UTC,2013-12-04
4,1392402560867,2014-02-14 13:29:20 UTC,2014-02-14
5,1366898157579,2013-04-25 09:55:57 UTC,2013-04-25
6,1406754852850,2014-07-30 17:14:12 UTC,2014-07-30
7,1390197541855,2014-01-20 00:59:01 UTC,2014-01-20
8,1339194408669,2012-06-08 18:26:48 UTC,2012-06-08
9,1401857066207,2014-06-04 00:44:26 UTC,2014-06-04
10,1406939865639,2014-08-01 20:37:45 UTC,2014-08-01
11,1394658507622,2014-03-12 17:08:27 UTC,2014-03-12
12,1354592097977,2012-12-03 22:34:57 UTC,2012-12-03
13,1242251632783,2009-05-13 17:53:52 UTC,2009-05-13
14,1360831498389,2013-02-14 03:44:58 UTC,2013-02-14
15,1336438953013,2012-05-07 21:02:33 UTC,2012-05-07
16,1207249753962,2008-04-03 15:09:13 UTC,2008-04-03
17,1375150821191,2013-07-29 22:20:21 UTC,2013-07-29
18,1397221062719,2014-04-11 08:57:42 UTC,2014-04-11
19,1375128813217,2013-07-29 16:13:33 UTC,2013-07-29
20,1225754232558,2008-11-03 18:17:12 UTC,2008-11-03
21,1397737047736,2014-04-17 08:17:27 UTC,2014-04-17
22,1407929946986,2014-08-13 07:39:06 UTC,2014-08-13
23,1354019362797,2012-11-27 07:29:22 UTC,2012-11-27
24,1272438639776,2010-04-28 03:10:39 UTC,2010-04-28
25,1247245780568,2009-07-10 13:09:40 UTC,2009-07-10
26,1404938840321,2014-07-09 16:47:20 UTC,2014-07-09
27,1390631775203,2014-01-25 01:36:15 UTC,2014-01-25
28,1245229049159,2009-06-17 04:57:29 UTC,2009-06-17
29,1406757234320,2014-07-30 17:53:54 UTC,2014-07-30
30,1407913111080,2014-08-13 02:58:31 UTC,2014-08-13
31,1407118493807,2014-08-03 22:14:53 UTC,2014-08-03
32,1394151956133,2014-03-06 19:25:56 UTC,2014-03-06
33,1409349123717,2014-08-29 17:52:03 UTC,2014-08-29
34,1343280517287,2012-07-26 01:28:37 UTC,2012-07-26
35,1408451947978,2014-08-19 08:39:07 UTC,2014-08-19
36,1378937472253,2013-09-11 18:11:12 UTC,2013-09-11
37,1358536685702,2013-01-18 14:18:05 UTC,2013-01-18
38,1344009368576,2012-08-03 11:56:08 UTC,2012-08-03
39,1389367351283,2014-01-10 10:22:31 UTC,2014-01-10
40,1390332596560,2014-01-21 14:29:56 UTC,2014-01-21
41,1397107366760,2014-04-10 01:22:46 UTC,2014-04-10
42,1391718828620,2014-02-06 15:33:48 UTC,2014-02-06
43,1404415963526,2014-07-03 15:32:43 UTC,2014-07-03
44,1389240655339,2014-01-08 23:10:55 UTC,2014-01-08
45,1406997045118,2014-08-02 12:30:45 UTC,2014-08-02
46,1390706321605,2014-01-25 22:18:41 UTC,2014-01-25
47,1390260619115,2014-01-20 18:30:19 UTC,2014-01-20
48,1344504923031,2012-08-09 05:35:23 UTC,2012-08-09
49,1276259287398,2010-06-11 08:28:07 UTC,2010-06-11
50,1401897682371,2014-06-04 12:01:22 UTC,2014-06-04
51,1349868651430,2012-10-10 07:30:51 UTC,2012-10-10
52,1408725985518,2014-08-22 12:46:25 UTC,2014-08-22
53,1309996230293,2011-07-06 19:50:30 UTC,2011-07-06
54,1349892404398,2012-10-10 14:06:44 UTC,2012-10-10
55,1353518617342,2012-11-21 12:23:37 UTC,2012-11-21
56,1350034561542,2012-10-12 05:36:01 UTC,2012-10-12
57,1390504041828,2014-01-23 14:07:21 UTC,2014-01-23
58,1403171956860,2014-06-19 05:59:16 UTC,2014-06-19
59,1334884045144,2012-04-19 21:07:25 UTC,2012-04-19
60,1402609962469,2014-06-12 17:52:42 UTC,2014-06-12
61,1347442046223,2012-09-12 05:27:26 UTC,2012-09-12
62,1377127314912,2013-08-21 19:21:54 UTC,2013-08-21
63,1398898227025,2014-04-30 18:50:27 UTC,2014-04-30
64,1263831725026,2010-01-18 11:22:05 UTC,2010-01-18
65,1253220868894,2009-09-17 16:54:28 UTC,2009-09-17
66,1410616658996,2014-09-13 09:57:38 UTC,2014-09-13
67,1377031022598,2013-08-20 16:37:02 UTC,2013-08-20
